ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
0,0.001203,0.002125,9,2.03,2.02,0.045523,0.001507,2.03,0,15.52,0.001368,0,2.04,3,0,0,25,0,0,8.30577,0,0.036614,5.29,6,100,69,5,5,1,0,0,10,12.65,31,0.005128,0.001871,0.005889,3.03,2.22,7,5.17,3,0,0,0,2.04,0,3.04,0.159205,11.16,10,0.003423,0.022541,0.004779,54,3,0.003174,7.23,0.232591,0.001848,buggy
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,5,0,0,0.097153,0,0.043647,0,2,16,386,3,8,1,0,1.02,3,23.66,10,0,0,0,0,0,3,0,0,0,0,0,0,0.001409,0,0.006219,4.05,1,0,0.012864,0,103,3,0,0,0.001031,0,clean
0,0.002513,0,5,0,1.01,0.009958,0.004094,0,0.002809,13.2788,0,0,1.01,1,0,0,51,0,1.01,8.21649,0,0,2.04,15,195,8,7,2,0,0,0,21,0,77,0.004053,0.001992,0.005725,3.04,1.06,15,4.12,2,0,1,1,1.01,0,3.04,0.137504,2.03,5,0.006153,0.006651,0.005955,19,6,0.00559,5.24,0.179887,0.004124,buggy
3,0.00093,0,6,4.09,3.03,0.126867,0.000627,0,0,17.7564,0.001581,0,2.04,19,0,0,50,0,1.06,8.31733,0,0,2.1,7,258,0,16,1,5,0,0,120,0,65,0.000922,0.003188,0.001982,3.03,2.54,11,2.12,28,0,6,0,2.04,0,3.03,0.142393,1.01,8,0.001803,0.001487,0.001538,8,13,0.002053,3.62,0.174182,0.001033,clean
0,0.000617,0,4,0,0,0.004708,0.000844,0,0,6.84846,0,0,1.01,0,0,0,35,0,0,8.10896,0,0.001421,1.01,7,141,95,16,3,1,0,0,120,1.01,70,0.000839,0,0.000811,0,1.16,7,1.01,7,0,4,0,1.01,0,0,0.151789,2.02,5,0,0.003929,0.000836,73,7,0,1.03,0.231177,0.000853,clean
0,0.000499,0,0,1.01,1.01,0.004637,0.001042,0,0,6.26221,0.000619,0,1.01,5,0,0,4,0,0,0.148552,0,0.001073,1.01,3,17,1,4,2,1,0,0,6,1.04,7,0.000898,0.000961,0.000831,0,1.04,4,1.01,5,0,0,0,1.01,0,0,0.009324,2.02,0,0,0.00208,0.000772,11,4,0,1.04,0.001245,0.000876,clean
0,0,0.010167,0,0,0,0.002208,0,1.01,0,4.07501,0,0,0,4,0,0,17,0,0,0.097153,0,0,0,1,47,0,5,1,3,0,0,10,0,11,0,0,0,0,0,4,0,4,0,0,0,0,0,1.01,0.006219,1.01,0,0,0.001487,0,8,5,0.010156,0,0.001031,0,clean
2,0.002236,0.00298,12,0,1.02,0.024964,0,1.01,0.002621,12.2134,0,0,1.03,6,0,0,36,0,1.01,8.18913,0,0,2.07,12,112,1,14,2,2,0,0,91,0,50,0.003313,0.002825,0.003367,0,1.36,13,2.04,11,0,3,0,0,0,1.01,0.13521,1.01,13,0,0.001487,0.003401,12,9,0.003142,2.18,0.174991,0.002689,clean
0,0.004719,0.006861,18,3.03,3.04,0.17442,0.00189,5.07,0.000484,17.1181,0.004698,0,4.08,6,9,0,88,0,1.02,0.456267,2.02,0.01461,7.56,10,306,52,18,3,25,0.001735,0,153,6.42,94,0.013139,0.005807,0.013181,4.08,5.08,35,8.62,11,0,2,1,3.04,0,7.15,0.045345,6.07,21,0.003209,0.014165,0.014056,27,6,0.008672,11.89,0.098559,0.005665,buggy
14,0.002791,0,5,0,3.03,0.114712,0.001307,0,0.002829,7.9636,0,3.07,3.08,0,0,0,86,0.003598,3.03,0.223501,0,0,5.52,10,321,0,18,2,1,0,0,153,0,66,0.007651,0.004226,0.007289,2.02,4.23,11,3.39,12,2,12,0,1.01,0,2.02,0.02266,0,7,0.003833,0,0.005234,11,4,0.003905,7.7,0.027247,0.004218,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,1,0,0,5,0,0,0.097153,0,0,0,1,17,0,4,1,1,0,0,6,0,10,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.006219,1.01,0,0,0.001487,0,11,3,0,0,0.001031,0,clean
2,0.002901,0.000688,26,5.06,5.06,0.084661,0.001756,1.01,0,25.6173,0.005192,2.02,3.05,9,0,2,46,0.001691,0,8.5373,0,0,10.43,15,190,18,8,2,2,0,0,28,0,73,0.014685,0.005774,0.021552,6.11,3.32,15,10.64,9,2,0,5,2.03,0,6.11,0.167331,4.04,31,0.017221,0.01375,0.015478,62,3,0.020663,14.29,0.232523,0.003739,clean
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,5,0,0,0.097153,0,0.043647,0,2,16,384,3,7,1,0,1.02,3,23.66,10,0,0,0,0,0,3,0,0,0,0,0,0,0.001409,0,0.006219,4.05,1,0,0.012864,0,99,3,0,0,0.001031,0,clean
1,0.007261,0.014961,17,0,0,0.045942,0,4.06,0.001552,16.2509,0,0,2.02,0,0,1,47,0,1.01,8.42968,0,0.00554,7.12,19,185,62,21,5,4,0,0,210,2.04,86,0.028071,0,0.026936,3.03,2.39,22,8.25,2,2,1,2,0,0,6.08,0.207098,9.25,19,0.005811,0.027797,0.031293,202,13,0.020055,8.45,0.387258,0.007802,clean
0,0,0,1,0,0,0.002474,0,0,0,2.57538,0,0,0,2,0,0,25,0,0,7.98269,0,0.009599,0,1,74,68,7,2,1,0,0,21,2.03,17,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.132681,1.01,2,0,0.00356,0,33,4,0,0,0.210948,0,clean
2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,39,0,0,0,0,0,0,6,142,0,7,2,0,0,0,21,0,23,0,0,0,0,0,6,0,16,0,7,0,0,0,0,0,0,1,0,0,0,11,3,0,0,0,0,clean
0,0.001051,0,24,4.05,4.05,0.035064,0.001756,0,0,21.221,0.004566,1.01,1.01,5,1,0,49,0.001088,0,8.41586,1.01,0.043647,8.35,12,142,392,5,5,1,0.001203,1.02,10,23.66,65,0.008679,0.004767,0.009319,4.04,1.04,13,8.47,5,1,0,2,1.01,0.001409,4.04,0.153886,5.06,27,0.003305,0.014073,0.007695,93,4,0.003406,9.87,0.199331,0.001587,clean
0,0.009224,0.014496,5,0,1.02,0.009827,0.012242,1.01,0,1.15638,0,0,1.05,0,3,0,7,0,0,0.094512,0,0.014899,1.05,0,27,78,8,1,5,0,0,28,1.02,12,0.010781,0.011174,0.010352,0,1.25,5,1.09,6,1,0,1,1.02,0,1.01,0.03391,0,6,0,0,0.011554,8,4,0.015024,1.2,0.090341,0.012052,clean
0,0,0.004596,11,0,0,0.038892,0,3.04,0,20.4932,0,0,0,0,2,0,38,0,0,8.44318,0,0.043647,9.1,11,132,397,8,5,13,0,1.02,28,23.65,56,0.019062,0,0.010461,0,0,23,5.07,1,1,1,1,0,0.001409,3.04,0.168942,3.03,13,0,0.002977,0.01391,64,8,0.00465,8.28,0.253393,0,clean
0,0.005653,0.006842,2,0,0,0.011791,0.005736,1.01,0,8.50122,0,0,2.04,3,6,0,54,0,0,8.11581,1.01,0,2.07,3,172,0,25,1,14,0,0,300,0,43,0.006713,0,0.006477,0,2.9,17,2.1,4,2,0,0,1.03,0,1.01,0.135387,1.01,3,0,0.001487,0.007039,8,23,0.006713,2.24,0.195791,0.006015,clean
0,0.001366,0.005686,3,0,0,0.006358,0.002091,2.04,0.000583,13.2396,0,0,2.02,5,2,0,11,0,1.01,8.22045,0,0.035574,2.03,3,35,28,8,2,26,0,1.02,28,8.19,15,0.009634,0,0.00915,1.02,2.14,29,3.07,6,0,0,0,2.02,0.001409,3.06,0.141228,2.02,3,0.008287,0.002695,0.009953,16,8,0.012804,2.11,0.198018,0.002072,clean
0,0.000472,0.01094,0,0,0,0.003395,0.000441,4.04,0,6.20089,0,0,1.01,10,3,0,16,0,0,0.147285,0,0.043647,1.02,2,57,380,11,3,2,0,1.02,55,23.65,25,0.000886,0,0.000819,0,1.1,4,1.03,16,0,0,0,1.01,0.001409,4.04,0.009281,2.02,1,0,0.002695,0.000743,46,11,0.011021,1.08,0.001259,0.000488,clean
0,0.011443,0.014536,47,1.02,2.03,0.214813,0.004682,4.04,0.000364,28.9486,0.001692,0,11.17,4,1,4,292,0,1.01,0.816568,0,0.009766,20.22,13,736,0,36,1,7,0,0,630,10.92,267,0.042956,0.001861,0.043505,2.02,16.14,18,17.93,5,1,1,10,2.02,0,5.05,0.094631,1.01,49,0.001775,0.001487,0.029462,8,3,0.014109,22.69,0.221816,0.015988,buggy
0,0.002843,0.01302,16,0,0,0.017553,0.002409,4.08,0,11.6167,0,0,3.04,0,2,2,94,0,0,0.298042,0,0.004526,5.22,23,312,52,20,4,11,0,0,190,1.03,150,0.008165,0,0.007791,4.08,3.71,33,5.38,0,1,0,3,2.03,0,5.14,0.025544,11.2,19,0.006604,0.028092,0.008126,141,14,0.017757,5.83,0.036193,0.003588,clean
1,0.000845,0,5,6.06,6.16,0.02066,0,0,0,14.1631,0.005253,1.01,1.01,15,0,1,52,0.00065,0,0.34242,0,0,6.2,3,155,0,3,1,2,0,0,3,0,59,0.00521,0.004989,0.00494,1.01,1.02,5,6.19,32,0,0,1,0,0,1.01,0.023267,1.01,8,0.000798,0.001487,0.004649,8,2,0.000853,6.54,0.009538,0.000898,clean
6,0,0,2,0,0,0.002324,0,0,0,1.09529,0,0,0,10,1,0,78,0,0,0.073505,0,0,1.02,9,299,0,13,1,3,0,0,78,0,51,0.007818,0,0.006988,0,0,11,0,10,1,0,0,0,0,0,0.024688,0,2,0,0,0,8,1,0,1.06,0.077342,0,clean
0,0,0,7,1.01,1.01,0.024178,0,0,0,12.7023,0.001021,0,0,5,0,1,20,0,0,8.23331,0,0.043647,3.04,11,92,380,7,3,0,0,1.02,21,23.65,34,0.002929,0.000932,0.004534,2.03,0,11,3.06,5,1,0,2,0,0.001409,2.03,0.148845,2.02,8,0.002194,0.002695,0.005201,38,7,0.002659,4.19,0.230898,0,clean
1,0,0,1,0,0,0.002453,0,0,0,4.07501,0,0,0,0,0,0,2,0,0,0.097153,0,0,0,3,12,0,2,1,1,0,0,1,0,5,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0.006219,1.01,1,0,0.001487,0,8,1,0,0,0.001031,0,clean
4,0.000876,0,10,1.01,1.01,0.022009,0,0,0,14.9973,0.000608,1.01,1.01,6,0,0,79,0.001163,0,8.32551,0,0.016601,4.11,16,271,12,9,1,3,0,0,36,1.12,116,0.011622,0.000543,0.012643,4.04,1.08,19,5.12,6,1,0,2,0,0,4.04,0.172211,1.01,14,0.006033,0.001487,0.014309,11,4,0.006047,6.34,0.287168,0.001145,clean
0,0,0.001137,7,0,2.02,0.008837,0,1.01,0,9.44802,0,0,0,4,0,1,66,0,0,8.11401,0,0,2.08,6,189,0,15,1,6,0,0,105,0,81,0.003482,0.00596,0.002991,2.02,0,12,3.11,15,0,0,1,0,0,1.01,0.127266,1.01,8,0.005361,0.001487,0.004793,8,13,0.001686,2.04,0.157405,0,clean
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,2,0,0,4,0,0,0.097153,0,0.035574,0,0,13,28,4,2,3,0,1.02,6,8.19,4,0,0,0,0,0,3,0,3,0,1,0,0,0.001409,0,0.006219,2.02,1,0,0.002695,0,16,3,0,0,0.001031,0,clean
1,0,0.012802,2,0,0,0.001436,0,1.01,0,2.36846,0,0,0,0,0,0,12,0,0,0.058891,0,0,0,1,55,0,4,1,2,0,0,6,0,21,0,0,0,4.04,0,3,1.01,0,0,0,0,0,0,5.05,0.004246,1.01,2,0.010072,0.001487,0.001035,8,3,0.023264,0,0.000998,0,clean
0,0,0,2,0,0,0.005809,0,0,0,6.43425,0,0,0,0,2,0,15,0,0,0.192876,0,0.025373,1.01,3,36,68,4,2,1,0,0,6,14.23,13,0.003788,0,0,0,0,4,0,1,0,0,0,0,0,0,0.026389,4.04,2,0,0.006896,0,33,3,0,0,0.08011,0,buggy
0,0.000726,0.000798,5,0,0,0.010448,0.000978,1.01,0,10.9911,0,0,1.01,0,2,1,44,0,0,0.266788,0,0,1.02,4,233,7,19,2,4,0,0,171,0,60,0.001023,0,0.002824,2.02,1.19,8,4.08,3,0,0,1,1.01,0,1.01,0.01837,4.07,5,0.002429,0.006284,0.004945,40,14,0.001394,2.12,0.007866,0.001002,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,3,0,0,4,0,0,0.097153,0,0,0,0,11,0,2,2,1,0,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.006219,1.01,1,0,0.001487,0,11,1,0,0,0.001031,0,clean
0,0,0,1,0,0,0.003817,0,0,0,6.70304,0,0,0,0,3,0,14,0,0,8.10942,0,0,0,2,44,0,7,1,6,0,0,21,0,20,0,0,0,0,0,8,0,2,0,2,0,0,0,0,0.152618,1.01,1,0,0.001487,0,8,6,0,0,0.231938,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,3,0,0,0.097153,0,0.025373,0,1,11,68,3,2,1,0,0,3,14.23,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.006219,4.04,0,0,0.006896,0,33,2,0,0,0.001031,0,clean
2,0,0,1,0,0,0.007112,0,0,0,4.13043,0,0,0,0,1,0,84,0,0,0.10854,0,0.032351,0,6,276,55,12,2,1,0,0,66,3.23,126,0,0,0.00128,0,0,6,0,5,0,2,0,0,0,0,0.009355,2.02,2,0,0.001769,0,27,0,0,1.06,0.007613,0,clean
0,0,0,3,0,0,0.025331,0,0,0,7.25753,0,0,0,0,0,0,24,0,0,0.168437,0,0.001092,0,5,131,114,2,1,1,0,0,1,1.02,38,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0.009806,1.01,5,0,0.001487,0,9,2,0,0,0.000656,0,clean
0,0.001552,0.000855,7,0,1.01,0.005545,0.000844,1.01,0,9.78944,0,0,2.02,0,1,0,18,0,0,0.226223,1.01,0.004526,2.04,4,57,52,12,4,2,0.01184,0,66,1.03,30,0.001793,0.000832,0.001754,3.03,2.22,6,2.06,2,0,0,0,1.01,0,3.03,0.013049,9.16,7,0.002957,0.025009,0.001805,131,8,0.002926,2.09,0.001184,0.001889,clean
2,0.001289,0.013657,45,12.29,12.32,0.131827,0.000627,2.02,0,24.8471,0.017266,1.01,2.03,259,0,0,480,0,0,0.697371,0,0,12.62,1,2140,0,11,1,3,0,0,55,0,281,0.021913,0.021872,0.022886,1.01,2.27,4,12.45,262,1,0,3,1.02,0,1.01,0.08355,1.01,63,0.000893,0.001487,0.022746,8,9,0.012947,15.81,0.177968,0.001826,buggy
1,0.009224,0,0,0,0,0.005233,0,0,0,2.2601,0,1.01,1.01,0,0,0,2,0.00526,0,0.159449,0,0,1.01,0,6,0,2,1,0,0,0,1,0,3,0.010781,0,0.010352,0,1.01,0,1.01,0,1,0,0,0,0,0,0.054102,0,1,0,0,0.011554,8,1,0,1.03,0.160724,0.012052,clean
0,0.000558,0,8,0,0,0.028426,0,0,0,14.7589,0,0,1.01,0,0,0,57,0,0,8.30467,0,0.001421,1.01,6,220,95,15,3,1,0,0,105,1.01,85,0.000681,0,0.002618,0,1.14,7,3.05,3,0,2,0,0,0,0,0.166418,3.05,9,0,0.004821,0.00267,73,5,0,3.11,0.244005,0.000688,buggy
0,0,0,1,0,0,0.005797,0,0,0,7.90701,0,0,0,0,0,0,35,0,0,0.187868,0,0.025373,2.15,5,69,68,5,2,1,0,0,10,14.23,30,0.001991,0,0.001828,0,0,5,2.1,1,0,0,0,0,0,0,0.011926,4.04,2,0,0.006896,0.001833,33,4,0,2.15,0.002227,0,buggy
0,0,0,5,0,0,0.002389,0,0,0,5.04743,0,0,0,0,0,0,1,0,0,0.119848,0,0.01888,0,0,7,67,1,6,2,0,0,0,10.13,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.007555,10.15,5,0,0.02146,0,58,1,0,0,0.001079,0,buggy
0,0,0,3,0,0,0.002516,0,0,0,6.93237,0,0,0,3,2,3,11,0,0,0.162632,0,0.043647,1.01,0,34,384,9,5,4,0,1.02,36,23.66,9,0.000804,0,0.000805,0,0,4,0,3,0,0,3,0,0.001409,0,0.009857,4.05,3,0,0.012864,0,85,9,0,1.01,0.001154,0,clean
0,0,0.001277,0,0,0,0.000979,0,1.01,0,1.70656,0,0,0,0,0,0,8,0,0,0.038262,0,0.001939,0,2,21,2,6,1,3,0,0,15,2.02,9,0,0,0,0,0,5,0,2,0,2,0,0,0,1.01,0.001973,1.01,0,0,0.001487,0,10,6,0.001256,0,0.000033,0,clean
12,0.000934,0,23,0,1.01,0.083417,0,0,0,17.5543,0,1.01,1.01,0,1,0,125,0.001009,0,8.3368,0,0.016601,3.1,29,516,34,19,3,2,0,0,171,1.12,278,0.002672,0.000868,0.011333,4.08,1.18,31,6.27,3,3,0,4,0,0,4.08,0.15278,4.04,26,0.00371,0.01375,0.012977,78,1,0.003868,5.34,0.213493,0.001036,buggy
0,0,0.031793,3,0,0,0.004789,0,6.08,0,6.00951,0,0,0,1,0,0,12,0,0,8.01008,0,0,0,5,52,0,6,1,33,0,0,15,0,30,0,0,0,0,0,38,0,2,0,1,0,0,0,6.08,0.117941,0,3,0,0,0,0,6,0.03314,0,0.169185,0,clean
3,0.024625,0.011022,18,6.09,6.09,0,0.008311,2.02,0,0,0.010318,6.1,13.25,7,1,1,188,0.016267,0,0,1.01,0.039883,22.32,22,849,406,50,3,4,0,1.02,1225,11.08,230,0.048666,0.01058,0.046078,4.09,25.26,26,22.49,7,0,0,3,1.01,0.001409,5.1,0,4.06,21,0.011948,0.004894,0.04259,20,9,0.013805,28.86,0,0.03207,clean
0,0,0,2,0,0,0.00247,0,0,0,2.50899,0,0,0,0,3,0,17,0,0,7.95108,0,0.008439,0,5,49,61,4,4,0,0,0,6,2.04,24,0,0,0.000303,0,0,5,0,0,0,0,0,0,0,0,0.117103,4.04,2,0,0.01467,0,45,2,0,1.01,0.152675,0,buggy
0,0,0,2,0,0,0.004055,0,0,0,7.15525,0,0,0,1,0,0,16,0,0,0.175244,0,0.043647,0,4,85,385,5,6,0,0,1.02,10,23.66,16,0,0,0,1.01,0,4,0,2,0,0,0,0,0.001409,1.01,0.012253,5.06,2,0.000996,0.014073,0,79,5,0.001118,0,0.003822,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,4,0,0,0.097153,0,0,0,3,15,1,3,3,1,0,0,3,0,8,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0.006219,1.01,0,0,0.001487,0,31,3,0,0,0.001031,0,clean
0,0,0,7,0,0,0.003978,0,0,0,7.95479,0,0,0,0,0,0,24,0,0,8.1394,0,0.001421,0,4,98,95,14,3,1,0,0,91,1.01,49,0,0,0,0,0,5,0,5,0,3,0,0,0,0,0.154542,2.02,8,0,0.003929,0,73,5,0,0,0.232145,0,clean
1,0,0.015401,1,0,0,0.004439,0,4.04,0,5.56106,0,0,0,4,0,0,30,0,0,0.129385,0,0,1.04,2,117,0,10,1,6,0,0,45,0,24,0.001073,0,0.001091,0,0,8,0,4,0,0,0,0,0,4.04,0.007642,1.02,1,0,0.001487,0,16,9,0.015709,1.08,0.000782,0,clean
0,0.000845,0,3,0,0,0.000729,0.000847,0,0,3.58431,0,0,1.01,2,0,0,6,0,0,0.085172,0,0.035941,1.01,1,17,396,5,7,1,0,0,10,16.66,8,0.000895,0,0.000887,0,1.04,2,1.01,2,0,0,0,1.01,0,0,0.005332,8.1,3,0,0.018554,0.000865,102,5,0,1.03,0.000482,0.000898,clean
0,0,0,2,0,0,0.00106,0,0,0,1.78303,0,0,0,0,0,0,0,0,0,0.050948,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.005388,0,3,0,0,0,8,1,0,0,0.007211,0,clean
0,0.008359,0.002047,3,0,1.05,0.012244,0.01145,1.01,0.000583,12.2036,0,0,3.05,1,0,0,17,0,1.01,8.26101,1.03,0.043647,4.1,3,63,386,10,6,2,0.000798,1.02,45,23.66,27,0.017619,0.000759,0.016668,0,3.35,5,4.1,6,0,1,0,3.05,0.001409,1.01,0.169321,8.1,3,0,0.027085,0.018103,95,9,0.001932,4.33,0.287587,0.011653,clean
0,0,0.001072,3,0,0,0.00427,0,1.01,0,8.13317,0,0,0,1,0,0,2,0,0,0.191479,0,0.036902,0,0,9,35,2,4,8,0,1.02,1,9.2,2,0,0,0,0,0,8,0,2,0,1,0,0,0.001409,1.01,0.011737,3.05,3,0,0.003609,0,47,2,0.001083,0,0.001428,0,clean
1,0,0.002572,13,14.4,14.4,0.013194,0,3.07,0,19.8025,0.024883,0,0,312,0,1,2,0,0,8.43364,0,0,0,1,6,0,2,1,6,0,0,1,0,3,0,0.027291,0,0,0,7,0,313,1,1,1,0,0,3.07,0.173451,0,17,0,0,0,0,1,0.002742,0,0.283964,0,buggy
2,0,0,3,0,0,0.002264,0,0,0,4.8759,0,0,0,0,0,0,40,0,0,0.114995,0,0,0,12,123,0,17,2,1,0,0,136,0,53,0,0,0,0,0,13,0,12,1,12,0,0,0,0,0.007119,1.01,3,0,0.001487,0,32,14,0,0,0.001043,0,clean
3,0.002084,0.001277,22,1.01,2.03,0.132324,0.003014,1.01,0.000699,22.3638,0.000882,1.01,3.03,1,0,2,55,0.001794,1.01,8.5323,0,0,7.22,20,251,3,10,3,3,0,0,45,0,82,0.014389,0.002987,0.013156,7.14,3.25,21,12.4,3,3,1,5,2.02,0,7.14,0.196679,2.04,25,0.027823,0.002666,0.035476,17,1,0.030668,8.84,0.351579,0.003348,buggy
0,0,0,7,0,0,0.003978,0,0,0,7.95479,0,0,0,0,0,0,27,0,0,8.1394,0,0.001421,0,4,106,95,14,3,1,0,0,91,1.01,51,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0.154542,3.05,8,0,0.004821,0,73,5,0,0,0.232145,0,clean
0,0,0,9,0,0,0.003978,0,0,0,7.95479,0,0,0,0,0,0,32,0,0,8.1394,0,0.001421,0,5,128,95,16,3,1,0,0,120,1.01,64,0,0,0,0,0,6,0,7,0,4,0,0,0,0,0.154542,2.02,10,0,0.003929,0,73,7,0,0,0.232145,0,clean
4,0.017875,0.009051,118,1.01,4.04,0.466001,0.003915,2.02,0.00828,42.2808,0.000741,2.02,11.13,24,0,1,419,0.005485,3.03,1.31291,0,0,27.54,90,1531,0,54,1,17,0,0,1431,0,572,0.052596,0.014248,0.079345,12.2,17.83,102,28,27,9,2,9,3.03,0,11.19,0.192471,1.01,135,0.019018,0.001487,0.052374,9,19,0.020364,35.73,0.432691,0.021145,buggy
0,0.003898,0,7,0,0,0.048206,0.004758,0,0,17.6471,0,0,5.09,0,0,0,18,0,0,8.31741,0,0,5.14,5,82,0,13,1,2,0,0,78,0,46,0.0047,0,0.005347,1.02,5.98,7,6.35,1,0,1,1,5.09,0,1.02,0.142686,1.01,7,0.000893,0.001487,0.006042,8,13,0.000906,6.62,0.171512,0.004825,clean
0,0,0,5,0,0,0.008175,0,0,0,10.0345,0,0,0,0,0,0,13,0,0,8.15536,0,0.017775,0,12,61,61,3,4,1,0,0,3,9.13,32,0,0,0.000708,2.02,0,13,2.02,7,1,0,1,0,0,2.02,0.141243,9.1,6,0.001465,0.020608,0.001614,45,2,0.001559,1.03,0.208159,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,1,0,0,0.097153,0,0,0,0,3,2,1,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.006219,3.08,0,0,0.003131,0,33,1,0,0,0.001031,0,clean
3,0.013834,0.044497,44,2.03,5.06,0.309824,0.029559,20.35,0.003616,37.4003,0.000632,1.01,9.11,10,0,2,321,0.007916,3.03,8.95618,0,0.011059,21.66,30,1069,140,38,1,68,0,0,703,8.38,312,0.048245,0.005619,0.053983,8.09,12.55,84,22.33,27,1,11,11,11.12,0,21.36,0.244463,1.01,44,0.020405,0.001487,0.050018,8,27,0.057836,30.53,0.462886,0.019911,buggy
1,0.000718,0.002293,5,1.01,1.02,0.011635,0,2.05,0.00077,8.13684,0.000939,1.01,1.01,0,0,1,7,0.001087,1.03,0.192409,0,0.005575,2.03,0,19,152,6,2,7,0,0,15,4.09,7,0.001815,0.000807,0.001701,1.02,1.05,7,2.02,3,0,3,1,0,0,3.07,0.01192,1.01,5,0.000889,0.001487,0.001734,41,5,0.003341,2.05,0.001279,0.001015,clean
0,0,0,2,0,0,0.003635,0,0,0,7.15525,0,0,0,1,0,0,16,0,0,0.175244,0,0.043647,0,4,85,385,5,6,0,0,1.02,10,23.66,16,0,0,0,1.01,0,4,0,1,0,0,0,0,0.001409,1.01,0.012253,5.06,2,0.000996,0.014073,0,79,5,0.001118,0,0.003822,0,clean
2,0.000726,0.018648,1,0,2.69,0.040574,0.000757,4.35,0,8.02975,0,0,1.1,0,0,0,52,0,0,8.08011,0,0,1.41,2,136,0,14,1,35,0,0,91,0,34,0.001073,0.001451,0.001091,1.01,1.85,37,1.21,15,0,3,0,1.1,0,4.36,0.124585,1.01,2,0.001121,0.001487,0.001082,8,12,0.021672,2,0.150244,0.000852,clean
0,0,0.00301,4,0,0,0.003978,0,2.02,0,7.95479,0,0,0,0,0,0,13,0,0,8.1394,0,0.001421,0,3,47,95,11,3,12,0,0,55,1.01,29,0,0,0,0,0,15,0,3,0,2,0,0,0,2.02,0.154542,2.02,5,0,0.003929,0,73,2,0.003028,0,0.232145,0,clean
2,0.000828,0,13,1.01,1.01,0.016005,0,0,0,13.596,0.000695,0,2.03,7,0,1,115,0,0,0.338602,0,0.039883,2.04,22,673,416,41,2,1,0,1.02,820,11.08,174,0.001594,0.00067,0.003703,0,3.17,23,3.07,7,0,0,1,0,0.001409,0,0.025751,1.01,15,0,0.001487,0.003749,8,1,0,3.26,0.021378,0.001094,clean
